City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,tikrit,34.6071,43.6782,20.8,41,0,1.97,IQ,1715222860
366,lospalos,-8.5186,127.0025,26.95,67,17,5.06,TL,1715222861
367,amga,60.8953,131.9608,6.6,42,100,4.49,RU,1715222861
368,bodo,67.28,14.405,4.97,72,0,6.17,NO,1715222861
369,island harbour,50.724,-1.2758,9.56,25,99,1.76,GB,1715222861
370,borger,52.9233,6.7931,9.32,93,28,1.31,NL,1715222861
371,piat,17.7905,121.478,34.47,46,99,2.02,PH,1715222862
372,saynshand,44.8824,110.1163,21.11,18,98,5.48,MN,1715222851
373,shahr-e babak,30.1165,55.1186,14.78,25,0,2.81,IR,1715222862
374,ta`u,-14.2336,-169.5144,29.17,77,98,6.64,AS,1715222862
375,jiexiu,37.0244,111.9125,26.48,38,0,2.56,CN,1715222862
376,klaksvik,62.2266,-6.589,5.51,80,100,7.4,FO,1715222863
377,labytnangi,66.6572,66.4183,-5.9,91,100,9.94,RU,1715222645
378,ust-tsilma,65.441,52.1498,-0.22,88,100,4.02,RU,1715222863
379,port lincoln,-34.7333,135.8667,17.28,66,6,4.82,AU,1715222863
380,zheleznodorozhnyy,55.7503,38.0042,-0.56,66,23,4.92,RU,1715222863
381,yambio,4.5721,28.3955,23.12,69,91,0.98,SS,1715222863
382,la passe,45.5549,-0.8967,12.13,91,32,4.84,FR,1715222854
383,vuktyl,63.8567,57.3094,-0.5,85,100,1.79,RU,1715222681
384,weno,7.4515,151.8468,24.97,100,100,3.6,FM,1715222850
385,egilsstadir,65.2653,-14.3948,-1.05,93,20,2.06,IS,1715222864
386,yartsevo,55.0667,32.6964,-3.23,63,0,3.0,RU,1715222864
387,koryazhma,61.3143,47.1691,-3.94,89,100,6.16,RU,1715222865
388,envira,-7.3,-70.2167,23.81,96,100,0.63,BR,1715222865
389,alofi,-19.0595,-169.9187,23.94,94,100,4.63,NU,1715222865
390,thinadhoo,0.5333,72.9333,28.71,75,100,6.13,MV,1715222865
391,yumbe,3.4651,31.2469,19.62,97,61,2.53,UG,1715222865
392,port macquarie,-31.4333,152.9167,19.38,60,87,4.09,AU,1715222599
393,torghay,49.6339,63.4981,17.55,57,3,8.86,KZ,1715222866
394,arteche,12.2645,125.4048,29.98,69,100,2.9,PH,1715222866
395,kismayo,-0.3582,42.5454,25.77,90,88,4.68,SO,1715222866
396,uliastay,47.7417,96.8444,9.97,52,100,2.95,MN,1715222866
397,pacocha,-17.5833,-71.3333,18.16,87,82,1.25,PE,1715222866
398,majagual,8.5389,-74.6204,25.09,97,100,0.75,CO,1715222867
399,alenquer,-1.9417,-54.7383,24.07,96,67,1.47,BR,1715222867
400,thulamahashi,-24.7246,31.1994,15.07,76,0,1.05,ZA,1715222867
401,shenjiamen,29.9576,122.298,17.16,64,100,3.28,CN,1715222867
402,san julian,21.0167,-102.1667,25.0,14,91,3.04,MX,1715222856
403,balboa,2.0396,-77.2168,15.68,96,100,1.02,CO,1715222868
404,port-gentil,-0.7193,8.7815,27.33,87,100,3.95,GA,1715222868
405,voi,-3.3945,38.563,22.67,78,99,2.83,KE,1715222868
406,mili,6.0815,171.735,28.37,80,35,6.26,MH,1715222868
407,esqueda,30.7167,-109.5833,19.07,24,0,7.35,MX,1715222868
408,enewetak,11.3474,162.3373,27.65,74,46,8.25,MH,1715222868
409,kharp,66.8014,65.8081,-6.27,90,100,8.87,RU,1715222869
410,alice,27.7523,-98.0697,28.69,89,100,4.63,US,1715222869
411,mata-utu,-13.2816,-176.1745,29.43,76,100,6.17,WF,1715222638
412,iskushuban,10.2837,50.23,27.1,75,86,3.1,SO,1715222869
413,yuzhno-kurilsk,44.0306,145.8556,2.99,95,95,4.13,RU,1715222618
414,padang,-0.9492,100.3543,32.03,68,22,1.87,ID,1715222870
415,al bardiyah,31.7561,25.0865,17.78,69,53,5.89,LY,1715222870
416,tosontsengel,48.7567,98.2839,11.46,47,99,5.79,MN,1715222870
417,kuta,-8.7233,115.1723,28.97,83,40,6.26,ID,1715222870
418,ouro preto do oeste,-10.7481,-62.2158,23.81,90,6,1.28,BR,1715222871
419,kapoeta,4.7717,33.5903,27.0,62,96,9.52,SS,1715222871
420,santa rosalia,27.3167,-112.2833,21.59,41,0,1.1,MX,1715222871
421,la asuncion,11.0333,-63.8628,26.41,89,56,5.94,VE,1715222871
422,amboasary,-25.0333,46.3833,19.35,91,0,1.58,MG,1715222871
423,gwadar,25.1216,62.3254,28.46,71,0,2.31,PK,1715222871
424,dolores,-36.3132,-57.6792,7.64,55,0,5.16,AR,1715222872
425,toliara,-23.35,43.6667,21.47,70,0,3.95,MG,1715222617
426,loma de cabrera,19.4333,-71.6,22.81,97,91,0.72,DO,1715222872
427,nuevo imperial,-13.0754,-76.3172,18.37,94,79,2.97,PE,1715222872
428,cromwell,41.5951,-72.6454,19.15,79,0,3.09,US,1715222872
429,hechuan,29.9947,106.2572,23.27,78,100,0.3,CN,1715222873
430,bereznik,62.8551,42.7072,-2.45,86,100,5.66,RU,1715222832
431,pundong,-7.9522,110.3486,29.61,69,57,2.72,ID,1715222873
432,newman,37.3138,-121.0208,26.13,33,0,4.92,US,1715222873
433,skovorodino,53.9833,123.9167,10.79,25,5,4.86,RU,1715222873
434,velyka lepetykha,47.1757,33.9436,10.97,57,100,3.65,UA,1715222873
435,achikulak,44.5517,44.8378,13.09,81,98,1.77,RU,1715222874
436,cruzeiro do sul,-29.5128,-51.9853,21.16,84,19,2.25,BR,1715222874
437,suar,29.0333,79.05,26.18,47,10,4.93,IN,1715222874
438,patterson,37.4716,-121.1297,25.86,31,0,5.95,US,1715222723
439,dikhil,11.5,42.1667,26.74,67,40,1.6,DJ,1715222874
440,holualoa,19.6228,-155.9522,25.91,75,40,4.63,US,1715222874
441,xichang,27.8964,102.2634,18.79,70,100,1.79,CN,1715222875
442,florence,43.7667,11.25,17.05,72,0,1.54,IT,1715222717
443,kosong,38.3788,128.4676,22.27,41,85,6.05,KR,1715222875
444,illizi,26.4833,8.4667,22.89,35,3,2.68,DZ,1715222875
445,poltavka,54.3663,71.7632,16.92,47,100,10.58,RU,1715222875
446,dudinka,69.4058,86.1778,-10.74,94,90,3.13,RU,1715222876
447,nakhchivan,39.2089,45.4122,7.82,93,40,2.06,AZ,1715222876
448,al hamul,31.3115,31.1477,16.37,76,0,3.07,EG,1715222876
449,carbonear,47.7332,-53.2148,5.69,90,79,2.86,CA,1715222876
450,nevel'sk,46.6733,141.8633,6.07,65,25,7.75,RU,1715222876
451,nuuk,64.1835,-51.7216,3.34,44,20,5.14,GL,1715222818
452,raseiniai,55.3736,23.1217,3.65,64,99,1.56,LT,1715222877
453,prince george,53.9166,-122.753,17.69,23,0,5.66,CA,1715222741
454,tawau,4.2498,117.8871,31.07,83,24,0.64,MY,1715222877
455,bantogon,6.5333,124.0333,29.22,73,18,2.49,PH,1715222877
456,howrah,22.5892,88.3103,28.0,89,75,3.09,IN,1715222866
457,darwin,-12.4611,130.8418,32.72,54,20,4.63,AU,1715222062
458,axim,4.8699,-2.2405,27.41,85,100,1.97,GH,1715222628
459,chota,-6.55,-78.65,13.3,93,93,1.76,PE,1715222878
460,howard springs,-12.497,131.047,31.95,68,67,3.36,AU,1715222878
461,la sarre,48.8002,-79.1996,6.61,67,98,4.56,CA,1715222825
462,petropavlovka,50.6114,105.3196,17.19,31,98,2.59,RU,1715222878
463,rio grande,-32.035,-52.0986,17.06,79,50,6.81,BR,1715222878
464,port douglas,-16.4833,145.4667,26.14,71,74,7.33,AU,1715222879
465,zhezqazghan,47.7833,67.7667,17.32,77,75,4.0,KZ,1715222879
466,saudarkrokur,65.7461,-19.6394,2.4,71,10,3.37,IS,1715222879
467,saint-philippe,-21.3585,55.7679,23.77,77,56,7.41,RE,1715222608
468,temerluh,3.4506,102.4176,31.1,84,57,0.45,MY,1715222879
469,shahrud,36.4182,54.9763,12.65,60,91,7.26,IR,1715222880
470,trujillo,-8.116,-79.03,17.98,94,75,3.09,PE,1715222880
471,foix,42.8333,1.5833,8.62,93,18,3.11,FR,1715222881
472,zhaqsy,51.9083,67.3133,16.79,68,62,7.18,KZ,1715222881
473,chardara,41.2547,67.9692,25.29,41,91,6.22,KZ,1715222881
474,williams lake,52.1415,-122.1445,18.76,27,75,2.06,CA,1715222881
475,saint-joseph,-21.3667,55.6167,23.21,76,34,7.17,RE,1715222881
476,crane,31.3974,-102.3501,27.2,14,0,2.84,US,1715222594
477,saint-francois,46.4154,3.9054,6.9,100,100,1.03,FR,1715222882
478,taksimo,56.3444,114.8794,10.43,38,94,1.27,RU,1715222882
479,pumiao,22.75,108.4833,24.22,96,100,3.09,CN,1715222882
480,lumding railway colony,25.749,93.17,30.78,45,18,1.02,IN,1715222882
481,shuangjiang,26.1547,109.7138,17.07,94,100,0.67,CN,1715222883
482,puerto armuelles,8.2833,-82.8667,27.83,69,100,3.58,PA,1715222762
483,mutsu,41.2894,141.2169,10.07,65,99,1.22,JP,1715222883
484,undurkhaan,47.3194,110.6556,16.95,16,100,4.19,MN,1715222883
485,wellington,-41.2866,174.7756,10.81,49,20,11.32,NZ,1715222595
486,kralendijk,12.15,-68.2667,28.99,79,20,7.2,BQ,1715222883
487,shelby,35.2001,-89.8668,27.39,81,29,0.89,US,1715222884
488,vanino,49.0869,140.2543,17.18,51,77,4.73,RU,1715222884
489,jayapura,-2.5333,140.7,25.66,89,100,0.63,ID,1715222884
490,nueva gerona,21.8833,-82.8,26.79,78,16,2.35,CU,1715222884
491,port moresby,-9.4431,147.1797,27.68,83,75,1.54,PG,1715222704
492,shaoxing,30.011,120.5715,22.97,37,99,2.11,CN,1715222884
493,grand gaube,-20.0064,57.6608,25.22,73,100,2.68,MU,1715222885
494,vilyuysk,63.7553,121.6247,-3.89,95,100,4.02,RU,1715222626
495,shimanovsk,52.0,127.7,11.67,24,0,8.22,RU,1715222885
496,igbeti,8.75,4.1333,25.35,84,99,3.6,NG,1715222885
497,pacasmayo,-7.4006,-79.5714,19.55,84,70,4.53,PE,1715222885
498,itaituba,-4.2761,-55.9836,23.83,91,100,0.46,BR,1715222886
499,motueka,-41.1333,173.0167,11.43,38,0,1.76,NZ,1715222886
500,las khorey,11.1595,48.1967,30.62,75,88,2.74,SO,1715222886
501,hanceville,34.0607,-86.7675,26.95,96,10,1.72,US,1715222886
502,dalnerechensk,45.9339,133.7225,15.49,39,89,5.39,RU,1715222886
503,nikolayevsk-on-amure,53.1406,140.73,14.56,39,100,3.58,RU,1715222883
504,bandar-e genaveh,29.5791,50.517,24.67,37,0,5.51,IR,1715222887
505,salvador,13.8333,-88.9167,25.58,87,100,1.66,SV,1715222887
506,riviere-du-loup,47.8304,-69.5342,5.15,81,99,3.6,CA,1715222887
507,dalbandin,28.8947,64.4101,31.44,18,0,4.06,PK,1715222888
508,vadso,70.0744,29.7487,-4.51,86,40,1.54,NO,1715222826
509,saint-louis,16.3333,-15.0,28.78,22,24,4.46,SN,1715222888
510,minas de marcona,-15.2119,-75.1103,13.99,91,91,4.81,PE,1715222888
511,celestun,20.8667,-90.4,28.7,70,100,3.11,MX,1715222610
512,fort st. john,56.2499,-120.8529,13.94,24,75,8.23,CA,1715222771
513,inhambane,-23.865,35.3833,19.42,84,0,1.84,MZ,1715222888
514,bhag,29.0415,67.8239,35.87,13,0,0.71,PK,1715222889
515,tucuma,-0.1833,-50.05,25.36,92,100,2.57,BR,1715222889
516,marsh harbour,26.5412,-77.0636,24.41,75,0,5.43,BS,1715222889
517,meadow lakes,61.6247,-149.6011,10.4,62,100,3.09,US,1715222889
518,san andres,12.5847,-81.7006,29.01,84,20,3.6,CO,1715222881
519,ribeira brava,32.65,-17.0667,20.4,62,69,0.38,PT,1715222870
520,villa gesell,-37.2639,-56.973,6.7,64,10,10.05,AR,1715222890
521,aromashevo,56.8602,68.6375,13.83,57,100,7.66,RU,1715222890
522,ati,13.2154,18.3353,29.56,15,13,4.03,TD,1715222890
523,guixi,28.2886,117.2133,23.15,65,100,4.03,CN,1715222890
524,laguna,38.421,-121.4238,25.99,20,0,11.32,US,1715222858
525,cangucu,-31.395,-52.6756,14.56,87,63,3.84,BR,1715222891
526,pandan,14.0453,124.1694,30.9,64,95,4.94,PH,1715222891
527,karukh,34.4811,62.5863,16.1,77,92,7.16,AF,1715222891
528,arrifes,37.7667,-25.7,17.18,82,20,2.57,PT,1715222891
529,coron,11.9986,120.2043,32.54,56,86,4.42,PH,1715222891
530,pointe-noire,-4.7761,11.8635,26.16,88,100,2.77,CG,1715222861
531,rosario del tala,-32.3029,-59.1455,6.89,69,0,3.05,AR,1715222892
532,al kharijah,25.4514,30.5464,21.61,14,100,2.41,EG,1715222892
533,thunder bay,48.4001,-89.3168,9.99,50,20,1.03,CA,1715222892
534,guerrero negro,27.9769,-114.0611,15.57,81,0,6.84,MX,1715222892
535,miquelon,47.0975,-56.3814,4.0,91,77,4.03,PM,1715222892
536,portland,45.5234,-122.6762,19.97,46,20,5.14,US,1715222377
537,khandyga,62.6667,135.6,5.17,71,100,3.2,RU,1715222893
538,greymouth,-42.4667,171.2,11.25,41,0,2.66,NZ,1715222893
539,liberia,6.5,-9.5,23.57,99,78,0.82,LR,1715222893
540,los palacios,22.5872,-83.2486,24.5,90,4,1.04,CU,1715222893
541,courtenay,49.6866,-124.9936,19.58,42,20,4.12,CA,1715222751
542,great sankey,53.3923,-2.6399,12.37,86,74,1.54,GB,1715222894
543,krasnoarmeyskoye,52.7182,50.0322,3.76,67,0,3.6,RU,1715222894
544,alpena,45.0617,-83.4327,11.17,97,0,0.0,US,1715222871
545,kaga bandoro,6.9896,19.1874,23.2,78,95,1.47,CF,1715222894
546,dakhla,23.6848,-15.958,18.03,92,96,6.43,EH,1715222894
547,dryden,49.7833,-92.7503,11.16,50,0,3.09,CA,1715222723
548,santa lucia,27.9117,-15.5407,15.98,83,20,6.17,ES,1715222895
549,verkhnyaya sinyachikha,57.976,61.6673,5.65,91,100,5.28,RU,1715222895
550,vorkuta,67.5,64.0,-6.05,85,100,6.71,RU,1715222895
551,suntar,62.1444,117.6319,3.02,56,99,3.57,RU,1715222599
552,lamu,-2.2717,40.902,25.94,87,100,6.84,KE,1715222599
553,makumbako,-8.85,34.8333,13.33,90,67,4.35,TZ,1715222896
554,awjilah,29.1081,21.2869,23.24,27,0,4.41,LY,1715222896
555,antofagasta,-23.65,-70.4,15.6,86,95,3.43,CL,1715222896
556,hovd,48.0056,91.6419,13.51,34,6,3.16,MN,1715222896
557,nogliki,51.8333,143.1667,9.63,47,19,4.92,RU,1715222849
558,rovnoye,50.7765,46.0509,6.82,60,7,5.94,RU,1715222896
559,vredendal,-31.6683,18.5012,13.46,67,0,1.06,ZA,1715222897
560,sengiley,53.9622,48.7944,2.04,78,25,3.42,RU,1715222897
561,namibe,-15.1961,12.1522,23.34,66,8,3.18,AO,1715222897
562,lobujya,27.95,86.8167,-4.45,87,62,1.05,NP,1715222897
563,ghat,24.9647,10.1728,24.67,20,0,4.8,LY,1715222897
564,plastun,44.7561,136.2939,15.95,45,83,0.93,RU,1715222898
